source_name,category,priority_rank,url,rss_url,api_endpoint,source_type,jurisdiction,confidence_weight,active,notes,content_expectation,useful_life_days,terms_reviewed,content_source
Downdetector AU — Superloop,critical_infrastructure,2,https://downdetector.com.au/status/superloop/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Superloop (https://downdetector.com.au/status/superloop/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10 (coverage expansion round 2): the shared Firecrawl fetch-path capability this class of source needed (intelligence/ingestion/firecrawl_client.py) was built earlier tonight and is already proven live for the 5 core-telecom Downdetector sources -- this source uses the identical telecom-sector fetch path, no new code. Real fresh headroom check against the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py, ceiling 850/1000): committed Firecrawl volume before this change was 584/month (7 daily+fortnightly sources = 224, + Telstra/Optus tiered cadence = 360); this source adds 30/month (1x/day x 30, not tiered -- small ISPs excluded from the priority-tiered cadence by the Captain's own brief). All 5 small-ISP sources together add 160/month (150 daily + 10 fortnightly), bringing the new committed total to 744/month against the 850 ceiling -- 106/month (12.5%) of real headroom left, plus the circuit breaker itself as a hard backstop if this projection is ever wrong in practice. See .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md for the full math.]",intermittent,2,,
Downdetector AU — Activ8me,critical_infrastructure,2,https://downdetector.com.au/status/activ8me/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Activ8me (https://downdetector.com.au/status/activ8me/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10 (coverage expansion round 2): the shared Firecrawl fetch-path capability this class of source needed (intelligence/ingestion/firecrawl_client.py) was built earlier tonight and is already proven live for the 5 core-telecom Downdetector sources -- this source uses the identical telecom-sector fetch path, no new code. Real fresh headroom check against the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py, ceiling 850/1000): committed Firecrawl volume before this change was 584/month (7 daily+fortnightly sources = 224, + Telstra/Optus tiered cadence = 360); this source adds 30/month (1x/day x 30, not tiered -- small ISPs excluded from the priority-tiered cadence by the Captain's own brief). All 5 small-ISP sources together add 160/month (150 daily + 10 fortnightly), bringing the new committed total to 744/month against the 850 ceiling -- 106/month (12.5%) of real headroom left, plus the circuit breaker itself as a hard backstop if this projection is ever wrong in practice. See .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md for the full math.]",intermittent,2,,
Downdetector AU — NBN Co,critical_infrastructure,2,https://downdetector.com.au/status/nbnco/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for NBN Co (https://downdetector.com.au/status/nbnco/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: real Firecrawl fetch-path capability built (intelligence/ingestion/firecrawl_client.py, calls Firecrawl's REST API directly with FIRECRAWL_API_KEY) — the adapter now tries a plain fetch first and falls back to a real Firecrawl scrape only on HTTP 403, confirmed live bypassing the block. Cadence: once daily via the 06:00 daily_collection_job only — explicitly excluded from the 180-min intraday sweep in intelligence/scheduler.py to stay within the Firecrawl Free-plan 1,000-scrapes/month hard cap (shared across all account usage). See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.]",intermittent,2,,
Downdetector AU — NAB,critical_infrastructure,2,https://downdetector.com.au/status/national-australia-bank/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for NAB (https://downdetector.com.au/status/national-australia-bank/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — ANZ Bank,critical_infrastructure,2,https://downdetector.com.au/status/anz-banking/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for ANZ Bank (https://downdetector.com.au/status/anz-banking/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — Commonwealth Bank,critical_infrastructure,2,https://downdetector.com.au/status/commonwealth-bank/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Commonwealth Bank (https://downdetector.com.au/status/commonwealth-bank/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — Westpac,critical_infrastructure,2,https://downdetector.com.au/status/westpac/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Westpac (https://downdetector.com.au/status/westpac/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — Bendigo Bank,critical_infrastructure,2,https://downdetector.com.au/status/bendigo/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Bendigo Bank (https://downdetector.com.au/status/bendigo/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — UBank,critical_infrastructure,2,https://downdetector.com.au/status/ubank/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for UBank (https://downdetector.com.au/status/ubank/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — MyGov,critical_infrastructure,2,https://downdetector.com.au/status/mygov/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for MyGov (https://downdetector.com.au/status/mygov/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — Centrelink,critical_infrastructure,2,https://downdetector.com.au/status/centrelink/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Centrelink (https://downdetector.com.au/status/centrelink/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Downdetector AU — myID,critical_infrastructure,2,https://downdetector.com.au/status/myid/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for myID (https://downdetector.com.au/status/myid/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= 150 (evidence-grounded first-cut absolute floor -- see module docstring / .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-adapter-implemented.md -- calibrated against the real 2026-07-07/08 nationwide Telstra outage: quiet-day baseline 1-42 reports vs 230-354 during the real outage). [DEACTIVATED 2026-08-10: confirmed live from this build session's sandbox -- downdetector.com.au is behind a Cloudflare bot-challenge ('Just a moment...') that blocks a plain HTTP GET (403) with the platform's standard UA; a firecrawl-rendered fetch succeeds and confirms the real page content/values (status+report-count parsing verified against 19/19 real captured pages), but no deployable FIRECRAWL_API_KEY exists in this platform's own env/secrets for production/cron use -- same class of gap already flagged for Fastly Status / AEMO Market Notices in outage-source-coverage-expansion.md Tier C, not solved ad hoc here. Needs EITHER a live re-test of the plain fetch from the actual production VM (may not be Cloudflare-challenged from that egress IP -- same caveat already noted for Fastly) OR the shared firecrawl-fetch-path capability (platform-wide fetch-layer decision, Captain sign-off required, not built). Activate once either is resolved.] [REACTIVATED 2026-08-10: Bright Data Web Unlocker zone web_unlocker1 provisioned and verified live (real content confirmed for MyGov and NAB through the actual fetch path, not just the test endpoint). Fetched via intelligence/ingestion/brightdata_fetch.py, gated by the hard-cap circuit breaker (4,500/5,000 monthly ceiling).]",intermittent,2,,
Fastly Status,cloud_technology,2,https://www.fastlystatus.com/incidents,,,scrape,GLOBAL,0.85,True,"Fastly CDN/edge status. Real StatusCast-hosted incident-history page (NOT Statuspage.io format despite the earlier assumption in outage-source-coverage-expansion.md — confirmed live 2026-08-10 via Firecrawl: fastlystatus.com is StatusCast-powered; no public JSON API found at /api/v2/incidents.json or /api/v2/status.json, both return a custom-styled Statuspage-look-alike 404). Direct plain fetch of the root/API paths returns HTTP 403 (Azure Front Door WAF block), confirmed live from this production host. Firecrawl-rendered fetch of /incidents bypasses the block and returns real, current incident/maintenance history (confirmed live 2026-08-10 — real August 2026 dated entries, e.g. 'Possible Errors for API & Configuration Management' 31 July 2026, 'Rescheduled Maintenance for Fastly Alerts' 07 August 2026). Parsed via ScrapeAdapter's existing generic link-extraction fallback — no new source-specific parser needed, same adapter class already used for AEMO Market Notices, just with the Firecrawl fetch fallback wired in (intelligence/ingestion/firecrawl_client.py). Cadence: once daily via the 06:00 daily_collection_job only, explicitly excluded from the 180-min intraday sweep — Firecrawl Free-plan 1,000-scrapes/month hard cap. See .claude/skills/bot-reviews/fixes-2026-08-09/firecrawl-production-provisioning.md.",continuous,14,False,False
Downdetector AU — Origin Energy,critical_infrastructure,2,https://downdetector.com.au/status/originenergy/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for Origin Energy (https://downdetector.com.au/status/originenergy/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= the per-source learned/bootstrap threshold (migration 0121; energy sector bootstrap default 20, see intelligence/ingestion/downdetector_thresholds.py). ADDED 2026-08-10 (coverage expansion round 2, see .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md): real, live-confirmed Downdetector AU page (real company-name match + real parsed status/report-count, not a guess) -- one-word slug convention, not hyphenated (unlike telecom/banking). Routed to the Bright Data Web Unlocker fetch path (like banking/government, not Firecrawl) -- a deliberate budget-health choice: Bright Data's committed volume (~1,008/month against a 4,500 ceiling before this change) has far more real headroom than Firecrawl's (744/month against an 850 ceiling after the same mission's small-ISP activation). ACTIVATED at the once-daily cadence (not tiered -- energy retailers are not in scheduler.py's _PRIORITY_TIERED_SOURCE_NAMES). Real fresh headroom check: 3 energy sources add 96/month (90 daily + 6 fortnightly) to Bright Data's committed volume, bringing the new total to 1,104/month against the 4,500 ceiling -- 3,396/month (75.5%) of real headroom left, plus the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py) as a hard backstop regardless. Live-verified end-to-end through the real production adapter (DowndetectorAdapter.collect(), real network call, no mocks) at registration time: real content fetched, real quiet-day baseline (2 reports, 'no_problems' status) parsed correctly, 0 items emitted (correct, expected behaviour on a quiet day -- gate correctly did not fire).",intermittent,2,,
Downdetector AU — AGL,critical_infrastructure,2,https://downdetector.com.au/status/aglenergy/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for AGL (https://downdetector.com.au/status/aglenergy/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= the per-source learned/bootstrap threshold (migration 0121; energy sector bootstrap default 20, see intelligence/ingestion/downdetector_thresholds.py). ADDED 2026-08-10 (coverage expansion round 2, see .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md): real, live-confirmed Downdetector AU page (real company-name match + real parsed status/report-count, not a guess) -- one-word slug convention, not hyphenated (unlike telecom/banking). Routed to the Bright Data Web Unlocker fetch path (like banking/government, not Firecrawl) -- a deliberate budget-health choice: Bright Data's committed volume (~1,008/month against a 4,500 ceiling before this change) has far more real headroom than Firecrawl's (744/month against an 850 ceiling after the same mission's small-ISP activation). ACTIVATED at the once-daily cadence (not tiered -- energy retailers are not in scheduler.py's _PRIORITY_TIERED_SOURCE_NAMES). Real fresh headroom check: 3 energy sources add 96/month (90 daily + 6 fortnightly) to Bright Data's committed volume, bringing the new total to 1,104/month against the 4,500 ceiling -- 3,396/month (75.5%) of real headroom left, plus the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py) as a hard backstop regardless. Live-verified end-to-end through the real production adapter (DowndetectorAdapter.collect(), real network call, no mocks) at registration time: real content fetched, real quiet-day baseline (2 reports, 'no_problems' status) parsed correctly, 0 items emitted (correct, expected behaviour on a quiet day -- gate correctly did not fire).",intermittent,2,,
Downdetector AU — EnergyAustralia,critical_infrastructure,2,https://downdetector.com.au/status/energyaustralia/,,,downdetector,AU,0.85,True,"Downdetector Australia crowdsourced outage report-volume signal for EnergyAustralia (https://downdetector.com.au/status/energyaustralia/). Two-layer gate implemented in intelligence/ingestion/downdetector_adapter.py: status must be Downdetector's own top tier ('problems') AND 24h peak report count >= the per-source learned/bootstrap threshold (migration 0121; energy sector bootstrap default 20, see intelligence/ingestion/downdetector_thresholds.py). ADDED 2026-08-10 (coverage expansion round 2, see .claude/skills/bot-reviews/fixes-2026-08-09/downdetector-coverage-expansion-round2.md): real, live-confirmed Downdetector AU page (real company-name match + real parsed status/report-count, not a guess) -- one-word slug convention, not hyphenated (unlike telecom/banking). Routed to the Bright Data Web Unlocker fetch path (like banking/government, not Firecrawl) -- a deliberate budget-health choice: Bright Data's committed volume (~1,008/month against a 4,500 ceiling before this change) has far more real headroom than Firecrawl's (744/month against an 850 ceiling after the same mission's small-ISP activation). ACTIVATED at the once-daily cadence (not tiered -- energy retailers are not in scheduler.py's _PRIORITY_TIERED_SOURCE_NAMES). Real fresh headroom check: 3 energy sources add 96/month (90 daily + 6 fortnightly) to Bright Data's committed volume, bringing the new total to 1,104/month against the 4,500 ceiling -- 3,396/month (75.5%) of real headroom left, plus the DB-backed hard-cap circuit breaker (intelligence/ingestion/external_fetch_budget.py) as a hard backstop regardless. Live-verified end-to-end through the real production adapter (DowndetectorAdapter.collect(), real network call, no mocks) at registration time: real content fetched, real quiet-day baseline (2 reports, 'no_problems' status) parsed correctly, 0 items emitted (correct, expected behaviour on a quiet day -- gate correctly did not fire).",intermittent,2,,
>>>>>>> 3f9972f3d831aafb30298d1ef6b714751063906b
